구_x,동,전용면적,층,추정월세,업종,구_y,추정매출
광진구,화양동,60,1,271.05212103776887,음식점,광진구,745.6925
광진구,화양동,60,1,271.05212103776887,카페,광진구,453.54661016949154
광진구,화양동,60,1,271.05212103776887,학원,광진구,607.0749999999999
강남구,대치동,60,1,272.522335934096,슈퍼마켓,강남구,1231.2927835051546
강남구,대치동,60,1,272.522335934096,음식점,강남구,1193.969035532995
강남구,대치동,60,1,272.522335934096,카페,강남구,752.8664921465968
강남구,대치동,60,1,272.522335934096,학원,강남구,1211.168
송파구,방이동,60,1,274.9917877088898,슈퍼마켓,송파구,1119.104
송파구,방이동,60,1,274.9917877088898,음식점,송파구,921.3364999999999
송파구,방이동,60,1,274.9917877088898,카페,송파구,517.5508021390374
송파구,방이동,60,1,274.9917877088898,학원,송파구,733.383
